ID,Local,Num_Duplicates,Rating,Song,Artist 1,Artist 2,Artist 3,Artist 4,Artist 5,Artist 6,Artist 7,Artist 8,Artist 9,Artist 10,Date,Spot_Date,Re_Date,Duration,Album,Popularity,Dance,Energy,Key,Volume,Mode,Speech,Acoustic,Instrumental,Lively,Valence,Tempo,URI 1,URI 2,URI 3,URI 4,URI 5,Artist URI 1,Artist URI 2,Artist URI 3,Artist URI 4,Artist URI 5,Artist URI 6,Artist URI 7,Artist URI 8,Artist URI 9,Artist URI 10
2154,No,1,No Rating,We R Who We R,Kesha,,,,,,,,,,2010,2010-11-19,Unknown,204760,Cannibal (Expanded Edition),75,0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:6LqNN22kT3074XbTVUrhzX,,,,,,,,,
2184,No,2,No Rating,Erase Me - Main,Kid Cudi,Kanye West,,,,,,,,,2010,2010-01-01,Unknown,192253,Man On The Moon II: The Legend Of Mr. Rager,75,0.687,0.631,9,-5.612,1,0.129,0.063,0,0.108,0.853,186.071,spotify:track:4VsMart0lkjUtyQnmxloK6,spotify:track:6KJQ2dUyRlevBfFwXyqecu,,,,spotify:artist:0fA0VVWsXO9YnASrzqfmYu,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,,,,,,,,
2346,No,1,No Rating,Shots,Lil Jon,LMFAO,,,,,,,,,2010,2010-01-01,Unknown,218000,Crunk Rock (Deluxe),51,0.822,0.863,1,-2.441,1,0.0471,0.00887,1.29E-06,0.122,0.174,128.017,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:7sfl4Xt5KmfyDs2T3SVSMK,spotify:artist:3sgFRtyBnxXD5ESfmbK4dl,,,,,,,,
2363,No,1,No Rating,Right Above It,Lil Wayne,Drake,,,,,,,,,2010,2010-01-01,Unknown,271947,I Am Not A Human Being,72,0.376,0.841,3,-4.348,0,0.356,0.0435,0,0.578,0.463,76.052,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:55Aa2cqylxrFIXC767Z865,spotify:artist:3TVXtAsR1Inumwj472S9r4,,,,,,,,
2676,No,1,No Rating,Hello (feat. Dragonette),Martin Solveig,Dragonette,,,,,,,,,2010,2010-12-14,Unknown,191388,Hello,64,0.666,0.975,3,-3.47,1,0.0345,0.0135,0.000925,0.105,0.452,128.005,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:1bj5GrcLom5gZFF5t949Xl,spotify:artist:4GLJPBj5Cdr9AgLKvLWM4n,,,,,,,,
2768,No,1,No Rating,Mack the Knife,Michael Bublé,,,,,,,,,,2010,2010-02-05,Unknown,200373,Special Delivery,35,0.666,0.486,1,-6.706,1,0.0808,0.699,1.36E-06,0.119,0.668,82.317,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:1GxkXlMwML1oSg5eLPiAz3,,,,,,,,,
2800,No,1,No Rating,Cooler Than Me - Single Mix,Mike Posner,Gigamesh,,,,,,,,,2010,2010-08-09,Unknown,213293,31 Minutes to Takeoff,78,0.768,0.82,7,-4.63,0,0.0474,0.179,0,0.689,0.625,129.965,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:2KsP6tYLJlTBvSUxnwlVWa,spotify:artist:1Bo8Afb2Qbjs4x6kJHyjle,,,,,,,,
2811,No,1,No Rating,Hey (Nah Neh Nah) - Milk & Sugar Radio Version,Milk & Sugar,Vaya Con Dios,,,,,,,,,2010,2010-01-01,Unknown,197390,Hey (Nah Neh Nah),43,0.829,0.891,6,-5.87,0,0.0374,0.00193,0.0279,0.0604,0.649,128.013,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:159cwGtgCzNpyHWY6tzihH,spotify:artist:0ODWsmNXtn928qhhEn87C8,,,,,,,,
2893,No,1,No Rating,Just A Dream,Nelly,,,,,,,,,,2010,2010-01-01,Unknown,237813,5.0 Deluxe,50,0.462,0.761,1,-6.169,1,0.0331,0.0426,0,0.123,0.112,180.048,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:2gBjLmx6zQnFGQJCAQpRgw,,,,,,,,,
2894,No,1,No Rating,Just A Dream - Main,Nelly,,,,,,,,,,2010,2010-11-12,Unknown,237800,5.0 Deluxe,0,0.552,0.757,1,-6.072,1,0.0294,0.0439,0,0.123,0.0979,89.981,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:2gBjLmx6zQnFGQJCAQpRgw,,,,,,,,,
2931,No,2,No Rating,Super Bass,Nicki Minaj,,,,,,,,,,2010,2010-01-01,Unknown,200013,Pink Friday (Complete Edition),82,0.723,0.86,11,-4.357,1,0.203,0.271,4.56E-06,0.598,0.667,126.979,spotify:track:4VsMart0lkjUtyQnmxloK6,spotify:track:6KJQ2dUyRlevBfFwXyqecu,,,,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,,,,,,,,,
2932,No,1,No Rating,Moment 4 Life,Nicki Minaj,Drake,,,,,,,,,2010,2010-01-01,Unknown,279307,Pink Friday (Deluxe),0,0.68,0.882,11,-3.883,1,0.236,0.406,0,0.241,0.386,97.943,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,spotify:artist:3TVXtAsR1Inumwj472S9r4,,,,,,,,
3112,No,1,No Rating,Love Goes Down,Plan B,,,,,,,,,,2010,2010-04-09,Unknown,232333,The Defamation of Strickland Banks,47,0.515,0.776,2,-4.977,0,0.0614,0.0735,0.0598,0.0893,0.64,183.766,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:7qlh1IM1XMeQXA9ukp59au,,,,,,,,,
3113,No,1,No Rating,She Said,Plan B,,,,,,,,,,2010,2010-04-09,Unknown,208853,The Defamation of Strickland Banks,66,0.72,0.538,3,-5.85,0,0.141,0.301,3.03E-06,0.144,0.815,147.007,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:7qlh1IM1XMeQXA9ukp59au,,,,,,,,,
3126,No,1,No Rating,Say My Name (Original Mix),Porter Robinson,,,,,,,,,,2010,2010-08-13,Unknown,391683,Say My Name,26,0.716,0.657,8,-5.237,1,0.0962,0.000173,0.793,0.0662,0.454,127.997,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:3dz0NnIZhtKKeXZxLOxCam,,,,,,,,,
3127,No,1,No Rating,Say My Name (Radio Edit),Porter Robinson,,,,,,,,,,2010,2010-08-13,Unknown,216441,Say My Name,34,0.604,0.931,6,-5.447,1,0.0616,0.000261,0.702,0.172,0.14,128.003,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:3dz0NnIZhtKKeXZxLOxCam,,,,,,,,,
3325,No,3,No Rating,Only Girl (In The World),Rihanna,,,,,,,,,,2010,2010-09-10,Unknown,235493,Loud,76,0.789,0.716,11,-4.241,0,0.0432,0.129,1.07E-05,0.069,0.611,125.906,spotify:track:4VsMart0lkjUtyQnmxloK6,spotify:track:6KJQ2dUyRlevBfFwXyqecu,spotify:track:4jtyUzZm9WLc2AdaJ1dso7,,,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,,,,,,,,,
3326,No,2,No Rating,S&M,Rihanna,,,,,,,,,,2010,2010-11-15,Unknown,243533,Loud,61,0.766,0.682,1,-5.02,1,0.0419,0.0113,0.00016,0.104,0.833,127.966,spotify:track:4VsMart0lkjUtyQnmxloK6,spotify:track:6KJQ2dUyRlevBfFwXyqecu,,,,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,,,,,,,,,
3368,No,2,No Rating,Hold On - Sub Focus Remix,Rusko,Amber Coffman,Sub Focus,,,,,,,,2010,2010-01-01,Unknown,267800,Hold On,48,0.377,0.931,7,-4.761,1,0.0397,0.0061,0.00891,0.167,0.0394,173.987,spotify:track:4VsMart0lkjUtyQnmxloK6,spotify:track:6KJQ2dUyRlevBfFwXyqecu,,,,spotify:artist:4BTcOR2hEQZQQL5AMo5u10,spotify:artist:4vpGVGgxSDcCTmqYbsOnsn,spotify:artist:0QaSiI5TLA4N7mcsdxShDO,,,,,,,
3455,No,1,No Rating,Garbage Truck,Sex Bob-Omb,,,,,,,,,,2010,2010-01-01,Unknown,103880,Scott Pilgrim vs. the World (Original Motion Picture Soundtrack),55,0.494,0.839,2,-4.458,1,0.127,0.299,0,0.467,0.668,133.481,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:0epidpyARaIPmKpFUwcgnJ,,,,,,,,,
3547,No,1,No Rating,Kill EVERYBODY,Skrillex,,,,,,,,,,2010,2010-12-21,Unknown,297986,Scary Monsters and Nice Sprites EP,54,0.788,0.874,0,-3.336,1,0.0805,0.00219,0.00231,0.0998,0.629,126.988,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:5he5w2lnU9x7JFhnwcekXX,,,,,,,,,
3548,No,1,No Rating,Rock 'n' Roll (Will Take You to the Mountain),Skrillex,,,,,,,,,,2010,2010-12-21,Unknown,284130,Scary Monsters and Nice Sprites EP,54,0.713,0.971,0,-1.264,1,0.381,0.00228,2.05E-05,0.242,0.676,128.064,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:5he5w2lnU9x7JFhnwcekXX,,,,,,,,,
3549,No,1,No Rating,Scary Monsters and Nice Sprites,Skrillex,,,,,,,,,,2010,2010-12-21,Unknown,243354,Scary Monsters and Nice Sprites EP,62,0.523,0.944,7,-3.581,0,0.0837,0.00336,0.557,0.119,0.324,139.997,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:5he5w2lnU9x7JFhnwcekXX,,,,,,,,,
3550,No,1,No Rating,Scary Monsters and Nice Sprites - Zedd Remix,Skrillex,Zedd,,,,,,,,,2010,2010-12-21,Unknown,357877,Scary Monsters and Nice Sprites EP,34,0.93,0.641,7,-3.719,0,0.346,0.000911,0.0637,0.572,0.345,127.994,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:5he5w2lnU9x7JFhnwcekXX,spotify:artist:2qxJFvFYMEDqd7ui6kSAcq,,,,,,,,
3553,No,1,No Rating,Weekends!!! (feat. Sirah),Skrillex,Sirah,,,,,,,,,2010,2010-10-25,2010,285407,Weekends!!! (feat. Sirah),41,0.813,0.902,9,-4.635,1,0.0502,0.00167,0.0101,0.337,0.743,120.006,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:5he5w2lnU9x7JFhnwcekXX,spotify:artist:3oAazIwC0nAYkOKVQPUC38,,,,,,,,
3597,No,1,No Rating,Write This Down (feat. Nieve),SoulChef,,,,,,,,,,2010,2010-11-17,Unknown,189427,Escapism,39,0.823,0.818,10,-4.396,0,0.18,0.173,0.0136,0.21,0.844,92.973,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:7rdiGVXL2fFyONexHzfKFS,,,,,,,,,
3847,No,1,No Rating,Howlin' for You,The Black Keys,,,,,,,,,,2010,2010-05-18,Unknown,191800,Brothers,68,0.705,0.735,11,-6.646,1,0.0931,0.028,0.0783,0.112,0.448,132.627,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,,,,,,,,,
3848,No,1,No Rating,Tighten Up,The Black Keys,,,,,,,,,,2010,2010-05-18,Unknown,211080,Brothers,64,0.504,0.705,6,-6.179,0,0.0665,0.00121,4.12E-06,0.453,0.567,108.965,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,,,,,,,,,
3993,No,1,No Rating,For the First Time,The Script,,,,,,,,,,2010,2010-09-13,Unknown,252440,Science & Faith,70,0.388,0.633,9,-4.769,1,0.0275,0.0339,0,0.104,0.381,173.947,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:3AQRLZ9PuTAozP28Skbq8V,,,,,,,,,
4043,No,1,No Rating,Jolene - Live,The White Stripes,,,,,,,,,,2010,2010-03-16,Unknown,234973,Under Great White Northern Lights,0,0.279,0.755,0,-6.675,1,0.12,0.602,0,0.383,0.173,88.66,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:4F84IBURUo98rz4r61KF70,,,,,,,,,
4089,No,1,No Rating,Seek Bromance (Avicii Vocal Edit),Tim Berg,,,,,,,,,,2010,2010-11-12,Unknown,200992,Seek Bromance,52,0.49,0.811,1,-2.524,0,0.044,0.0896,0,0.0898,0.547,125.965,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:7iLc4hrjOjQPfg1E3cCHg1,,,,,,,,,
4090,No,2,No Rating,Seek Bromance - Avicii Vocal Edit,Tim Berg,Avicii,,,,,,,,,2010,2010-10-22,Unknown,200992,Seek Bromance,61,0.49,0.811,1,-2.524,0,0.044,0.0896,0,0.0898,0.547,125.965,spotify:track:4VsMart0lkjUtyQnmxloK6,spotify:track:6KJQ2dUyRlevBfFwXyqecu,,,,spotify:artist:7iLc4hrjOjQPfg1E3cCHg1,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,,,,,,,,
4100,No,2,No Rating,Pass Out,Tinie Tempah,,,,,,,,,,2010,2010-01-01,Unknown,268053,Disc-Overy,63,0.693,0.891,1,-3.261,1,0.296,0.0281,0,0.143,0.532,91.1,spotify:track:4VsMart0lkjUtyQnmxloK6,spotify:track:6KJQ2dUyRlevBfFwXyqecu,,,,spotify:artist:0Tob4H0FLtEONHU1MjpUEp,,,,,,,,,
4302,No,2,No Rating,No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,Roscoe Dash,Wale,,,,,,,,2010,2010-09-06,Unknown,263773,Flockaveli,79,0.76,0.595,1,-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497,spotify:track:4VsMart0lkjUtyQnmxloK6,spotify:track:6KJQ2dUyRlevBfFwXyqecu,,,,spotify:artist:6f4XkbvYlXMH0QgVRzW0sM,spotify:artist:0bfX8pF8kuHNCs57Ms4jZb,spotify:artist:67nwj3Y5sZQLl72VNUHEYE,,,,,,,
4339,No,1,No Rating,I Kissed A Girl,William Fitzsimmons,,,,,,,,,,2010,2010-05-10,Unknown,192640,Derivatives,52,0.728,0.481,0,-9.577,1,0.0335,0.355,6.78E-06,0.254,0.802,125.998,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:41FEVJCBGidsJwbjq0KfgM,,,,,,,,,
4351,No,1,No Rating,Hook Shot,Wolfgang Gartner,,,,,,,,,,2010,2010-11-16,Unknown,429708,Hook Shot,6,0.826,0.586,10,-5.435,0,0.362,0.000826,0.196,0.0622,0.61,128.864,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:3534yWWzmxx8NbKVoNolsK,,,,,,,,,
4411,No,1,No Rating,We No Speak Americano (JT Radio Edit),Yolanda Be Cool,DCup,,,,,,,,,2010,2010-07-17,Unknown,157438,We No Speak Americano (Complete Remixes),1,0.901,0.805,6,-5.005,1,0.0464,0.0712,0.0812,0.0923,0.737,124.996,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:4KkHjCe8ouh8C2P9LPoD4F,spotify:artist:6OkVmXCnj1BPjTf5aihiwt,,,,,,,,
4412,No,1,No Rating,We No Speak Americano (JT Radio Edit),Yolanda Be Cool,DCup,JT,,,,,,,,2010,2010-07-17,Unknown,157438,We No Speak Americano (Complete Remixes),0,0.901,0.805,6,-5.005,1,0.0464,0.0712,0.0812,0.0923,0.737,124.996,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:4KkHjCe8ouh8C2P9LPoD4F,spotify:artist:6OkVmXCnj1BPjTf5aihiwt,spotify:artist:7rdVFkI3hwxAx2nQjFdBNu,,,,,,,
150,No,1,Can't Locate,Shoot to Thrill,AC/DC,,,,,,,,,,2010,2010-04-29,Unknown,317800,Iron Man 2,61,0.453,0.897,2,-5.376,1,0.0705,0.000358,0.0956,0.365,0.492,141.167,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:711MCceyCBcFnzjGY4Q7Un,,,,,,,,,
684,No,1,Can't Locate,Count on Me,Bruno Mars,,,,,,,,,,2010,2010-10-05,Unknown,197470,Doo-Wops & Hooligans,76,0.589,0.389,0,-5.972,1,0.028,0.851,0,0.0772,0.501,89.1,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:0du5cEVh5yTK9QJze8zA0C,,,,,,,,,
733,No,1,Can't Locate,Brighter Days - Dajae- Underground Mix '93,Cajmere,Dajae,,,,,,,,,2010,2010-07-26,Unknown,327138,It's Time,50,0.878,0.737,2,-7.979,1,0.0817,0.000271,0.445,0.11,0.235,123.993,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:7lIBLhQHKay3r1xtO3VtWT,spotify:artist:79Gg0tmzETfnVrOUjgXPeE,,,,,,,,
1004,No,1,Can't Locate,Cthulhu Sleeps,deadmau5,,,,,,,,,,2010,2010-12-06,Unknown,632097,4x4=12,35,0.958,0.561,7,-7.862,1,0.456,0.00112,0.61,0.0795,0.252,127.992,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:2CIMQHirSU0MQqyYHq0eOx,,,,,,,,,
1132,No,1,Can't Locate,Hey Baby (Radio Mix),DJ Ötzi,,,,,,,,,,2010,2010-04-25,Unknown,219240,Hey Baby (Uh Ah),61,0.666,0.968,10,-3.196,1,0.046,0.123,0,0.347,0.834,135.099,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:0DR4z5jMA1eqx0CmHBUpkr,,,,,,,,,
1382,No,1,Can't Locate,Insomnia - Radio Edit,Faithless,,,,,,,,,,2010,2010-12-10,Unknown,215093,Pure... 90s Dance Party,64,0.712,0.837,7,-7.191,1,0.0285,0.00864,0.00684,0.102,0.279,127.076,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:5T4UKHhr4HGIC0VzdZQtAE,,,,,,,,,
1495,No,1,Can't Locate,Why Do Fools Fall In Love,Frankie Lymon & The Teenagers,,,,,,,,,,2010,2010-12-19,Unknown,140827,Frankie Lymon & The Teenagers Greatest Hits,0,0.43,0.558,1,-6.549,1,0.0844,0.534,0.000507,0.0914,0.779,172.756,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:40Zt6u0Ig5vXtrq0htgqvt,,,,,,,,,
2014,No,1,Can't Locate,Somebody To Love,Justin Bieber,,,,,,,,,,2010,2010-01-01,Unknown,220920,My World 2.0,71,0.714,0.833,5,-5.239,1,0.0259,0.00249,0,0.298,0.663,129.964,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:1uNFoZAHBGtllmzznpCI3s,,,,,,,,,
2086,No,1,Can't Locate,Katy on a Mission,Katy B,,,,,,,,,,2010,2010-10-31,Unknown,251667,Katy On A Mission,36,0.717,0.656,8,-5.936,1,0.214,0.0385,1.70E-06,0.0594,0.671,139.969,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:5EUdiv20t58GCS09VMKk7M,,,,,,,,,
2264,No,1,Can't Locate,Need You Now,Lady A,,,,,,,,,,2010,2010-01-01,Unknown,236440,Need You Now,76,0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:32WkQRZEVKSzVAAYqukAEA,,,,,,,,,
2526,No,1,Can't Locate,How Low,Ludacris,,,,,,,,,,2010,2010-01-01,Unknown,201587,Battle Of The Sexes (Deluxe),67,0.785,0.498,1,-6.977,1,0.0533,0.00248,1.23E-06,0.224,0.418,143.96,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:3ipn9JLAPI5GUEo4y4jcoi,,,,,,,,,
2865,No,2,Can't Locate,Porn Star Dancing,My Darkest Days,Zakk Wylde,,,,,,,,,2010,2010-01-01,Unknown,199013,My Darkest Days,71,0.477,0.917,2,-3.399,1,0.0814,0.0139,0,0.0756,0.267,160.021,spotify:track:4VsMart0lkjUtyQnmxloK6,spotify:track:6KJQ2dUyRlevBfFwXyqecu,,,,spotify:artist:64g59lHsc4g2jMFokrKDGW,spotify:artist:1AeC9AuzqGc3IXMC2T5xny,,,,,,,,
3645,No,1,Can't Locate,Alors on danse - Radio Edit,Stromae,,,,,,,,,,2010,2010-01-01,Unknown,206067,Cheese,81,0.791,0.59,1,-9.206,0,0.0793,0.0994,0.00203,0.065,0.714,119.951,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:5j4HeCoUlzhfWtjAfM1acR,,,,,,,,,
3647,No,1,Can't Locate,Alors on danse,Stromae,,,,,,,,,,2010,2010-01-01,Unknown,206253,Cheese (International Deluxe Edition),0,0.792,0.588,1,-9.319,0,0.077,0.0928,0.00155,0.0656,0.731,119.95,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:5j4HeCoUlzhfWtjAfM1acR,,,,,,,,,
3698,No,1,Can't Locate,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,Swedish House Mafia,Tinie Tempah,,,,,,,,,2010,2010-05-31,Unknown,206461,Disc-Overy,51,0.736,0.929,7,-5.89,0,0.0674,0.00237,1.11E-05,0.402,0.658,125.03,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:1h6Cn3P4NGzXbaXidqURXs,spotify:artist:0Tob4H0FLtEONHU1MjpUEp,,,,,,,,
3700,No,2,Can't Locate,One (Your Name) - Radio Edit,Swedish House Mafia,Pharrell Williams,,,,,,,,,2010,2010-01-01,Unknown,163247,One (Your Name),66,0.733,0.673,9,-6.572,0,0.0333,0.0132,0.0049,0.16,0.636,125.061,spotify:track:4VsMart0lkjUtyQnmxloK6,spotify:track:6KJQ2dUyRlevBfFwXyqecu,,,,spotify:artist:1h6Cn3P4NGzXbaXidqURXs,spotify:artist:2RdwBSPQiwcmiDo9kixcl8,,,,,,,,
3701,No,1,Can't Locate,One - Radio Edit,Swedish House Mafia,,,,,,,,,,2010,2010-07-23,Unknown,169920,One (Your Name),61,0.802,0.781,0,-6.564,1,0.0368,0.0075,0.825,0.147,0.622,125.026,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:1h6Cn3P4NGzXbaXidqURXs,,,,,,,,,
4413,No,1,Can't Locate,We No Speak Americano (Original Mix),Yolanda Be Cool & DCUP,,,,,,,,,,2010,2010-02-27,Unknown,269800,We No Speak Americano,0,0.866,0.692,3,-4.855,0,0.0493,0.0283,0.277,0.0977,0.494,125.003,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:0xajukdLPR2ylqV3tkD56h,,,,,,,,,
685,No,1,5,Marry You,Bruno Mars,,,,,,,,,,2010,2010-10-05,2010,230192,Doo-Wops & Hooligans,76,0.621,0.82,10,-4.865,1,0.0367,0.332,0,0.104,0.452,144.905,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:0du5cEVh5yTK9QJze8zA0C,,,,,,,,,
1005,No,3,5,Raise Your Weapon,deadmau5,,,,,,,,,,2010,2010-01-01,2010,502909,4x4=12,47,0.507,0.699,1,-7.483,1,0.0814,0.0166,0.00172,0.112,0.0744,139.909,spotify:track:4VsMart0lkjUtyQnmxloK6,spotify:track:6KJQ2dUyRlevBfFwXyqecu,spotify:track:4jtyUzZm9WLc2AdaJ1dso7,,,spotify:artist:2CIMQHirSU0MQqyYHq0eOx,,,,,,,,,
2071,No,1,5,Runaway,Kanye West,Pusha T,,,,,,,,,2010,2010-11-22,2010,547733,My Beautiful Dark Twisted Fantasy,80,0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,spotify:artist:0ONHkAv9pCAFxb0zJwDNTy,,,,,,,,
2396,No,1,5,Waiting for the End,Linkin Park,,,,,,,,,,2010,2010-09-13,2010,231680,A Thousand Suns,0,0.487,0.961,4,-4.139,1,0.132,0.0415,1.15E-06,0.553,0.323,170.005,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,,,,,,,,,
2904,No,1,5,Animal,Neon Trees,,,,,,,,,,2010,2010-01-01,2010,212307,Habits (Spotify),68,0.482,0.829,5,-5.576,1,0.0437,0.00034,0,0.378,0.739,147.99,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:0RpddSzUHfncUWNJXKOsjy,,,,,,,,,
290,No,1,4,The Suburbs,Arcade Fire,,,,,,,,,,2010,2010-08-02,2010,315200,The Suburbs,64,0.616,0.682,6,-6.148,0,0.0265,0.0578,0.0241,0.342,0.528,117.78,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:3kjuyTCjPG1WMFCiyc5IuB,,,,,,,,,
328,No,1,4,Right Now (Na Na Na) (Akon cover),Asking Alexandria,,,,,,,,,,2010,2010-11-02,2010,260760,Punk Goes Pop Volume Three,0,0.421,0.973,11,-3.951,1,0.183,0.00412,3.11E-06,0.2,0.239,138.057,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:1caBfBEapzw8z2Qz9q0OaQ,,,,,,,,,
379,No,1,4,Magic (feat. Rivers Cuomo),B.o.B,Rivers Cuomo,,,,,,,,,2010,2010-04-27,2010,196133,B.o.B Presents: The Adventures of Bobby Ray,69,0.549,0.932,8,-4.11,0,0.343,0.0127,0,0.347,0.787,82.439,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:5ndkK3dpZLKtBklKjxNQwT,spotify:artist:4LAz9VRX8Nat9kvIzgkg2v,,,,,,,,
548,No,2,4,Don’t Stop The Party,Black Eyed Peas,,,,,,,,,,2010,2010-01-01,2010,367413,The Beginning,65,0.869,0.794,0,-6.191,1,0.0984,0.0303,3.81E-06,0.07,0.656,128.022,spotify:track:4VsMart0lkjUtyQnmxloK6,spotify:track:6KJQ2dUyRlevBfFwXyqecu,,,,spotify:artist:1yxSLGMDHlW21z4YXirZDS,,,,,,,,,
549,No,2,4,Just Can’t Get Enough,Black Eyed Peas,,,,,,,,,,2010,2010-01-01,2010,219427,The Beginning,79,0.659,0.628,0,-8.685,0,0.179,0.186,0,0.105,0.262,94.05,spotify:track:4VsMart0lkjUtyQnmxloK6,spotify:track:6KJQ2dUyRlevBfFwXyqecu,,,,spotify:artist:1yxSLGMDHlW21z4YXirZDS,,,,,,,,,
680,No,1,4,The High Road,Broken Bells,,,,,,,,,,2010,2010-03-01,2010,232200,Broken Bells,69,0.61,0.638,0,-6.574,1,0.0238,0.0672,6.59E-06,0.283,0.603,79.955,spotify:track:4VsMart0lkjUtyQnmxloK6,,,,,spotify:artist:6dgwEwnK0YtDfS9XhRwBTG,,,,,,,,,
703,No,2,4,Your Betrayal,Bullet For My Valentine,,,,,,,,,,2010,2010-04-20,2010,291427,Fever,70,0.569,0.883,2,-4.41,0,0.0748,8.07E-05,7.74E-05,0.0883,0.373,134.001,spotify:track:4VsMart0lkjUtyQnmxloK6,spotify:track:6KJQ2dUyRlevBfFwXyqecu,,,,spotify:artist:7iWiAD5LLKyiox2grgfmUT,,,,,,,,,
